그와는 다른 생각을 갖고 있다,부정
별로 좋은 생각 같지 않다,부정
다른 생각이 있을 수 없다,부정
별로 좋은 생각이 아니다,부정
아주 좋은 생각은 아니다,망설임
그렇게 하는 것이 좋겠다,긍정
다른 생각을 갖고 있다,부정
다른 의견을 갖고 있다,부정
한 번 생각 해 보겠다,유보적
동의 하지 않을 것이다,부정
한번 생각 해 보겠다,유보적
한 번 생각 해 보겠다,유보적
좋은 생각이 아니다,부정
기대에는 못 미친다,부정
좀 더 노력 해야겠다,부정
그와 같은 생각이다,긍정
너와 같은 생각이다,긍정
많은 부분이 다르다,부정
한번 생각 해 보겠다,유보적
좀더 노력 해야겠다,부정
됐다 안됐다 하네,부정
이런 식으로 할래,부정
동의 하지 못하겠다,부정
다른 생각이 없다,부정
하고 싶지 않다,부정
그걸로 해주세 요,긍정
그렇게 생각 해,긍정
한 번 해 보자,긍정
그렇긴 그러네 요,긍정
그렇긴 그렇네 요,긍정
그러한 것 같아,긍정
노력이 가상 하군,긍정
이런식으로 할래,부정
동의 하지 못하다,부정
동의할 수 없다,부정
똑같은 생각이다,긍정
똑같은 의견이다,긍정
일치 하지 않는다,부정
그렇지 아니 하다,부정
잘 모르겠어 요,유보적
그렇게 생각 해,긍정
그것으로 해 요,긍정
좋은 생각이다,긍정
나쁜 생각이다,부정
좋아할 만 하다,긍정
싫어할 만 하다,부정
한 번 해 보자,긍정
한번 해 보자,긍정
난 또 뭐라고,부정
동의 하지 않다,부정
동의할수 없다,부정
동의 하기 싫다,부정
다른 생각이다,부정
다른 의견이다,부정
같은 생각이다,긍정
맞는 생각이다,긍정
그럴 수 없다,부정
싫어할만 하다,부정
그게 좋겠다,긍정
나쁘지 않다,모호함
그럴까 말까,망설임
그걸로 해 요,긍정
한번 해 보자,긍정
그냥 그랬어,부정
그저 그랬어,부정
그냥 그렇네,부정
그저 그렇네,부정
그런것 같아,긍정
그렇게 보여,긍정
이게 무어야,부정
별 것 없네,부정
쑥쑥 자라렴,모호함
판타스틱 하다,긍정
잘 좀 해 봐,부정
아직 멀었다,부정
그럴수 없다,부정
감개무량 하다,긍정
공평무사되다,긍정
공평무사 하다,긍정
나긋나긋되다,긍정
나긋나긋 하다,긍정
먹음직스럽다,긍정
안성맞춤되다,긍정
안성맞춤 하다,긍정
애지중지 하다,긍정
의기양양 하다,긍정
자신만만 하다,긍정
푸릇푸릇 하다,긍정
흥미 진진 하다,긍정
가슴앓이되다,부정
가슴앓이 하다,부정
거드름피우다,부정
고리타분 하다,부정
극악무도되다,부정
극악무도 하다,부정
기절초풍 하다,부정
날품팔이되다,부정
날품팔이 하다,부정
노발대발 하다,부정
노심초사 하다,부정
다이너마이트,부정
망연자실 하다,부정
무시무시 하다,부정
불만족스럽다,부정
서먹서먹 하다,부정
소매치기되다,부정
소매치기 하다,부정
수수방관 하다,부정
싱숭생숭 하다,부정
아슬아슬 하다,부정
아연실색 하다,부정
안달복달 하다,부정
안절부절 하다,부정
어처구니없다,부정
오락가락 하다,부정
우유부단 하다,부정
위태위태되다,부정
위태위태 하다,부정
으르렁거리다,부정
의기소침 하다,부정
인사불성되다,부정
자포자기되다,부정
자포자기 하다,부정
전전긍긍 하다,부정
조마조마 하다,부정
지긋지긋되다,부정
지긋지긋 하다,부정
포름알데히드,부정
혼비백산 하다,부정
흥청망청되다,부정
흥청망청 하다,부정
너무 좋아,긍정
할까 말까,망설임
좋지 않아,부정
그렇게 해,긍정
감사 합니다,긍정
그냥 그래,부정
그저 그래,부정
별 볼 일,부정
자랑스럽다,긍정
사랑스럽다,긍정
이게 뭐야,부정
음… 글쎄,부정
수고 하세 요,모호함
환상적이다,긍정
서프라이징,긍정
잘좀 해 봐,부정
미동의 하다,부정
고급스럽다,긍정
고즈넉 하다,긍정
귀여워 하다,긍정
나들이되다,긍정
나들이 하다,긍정
넘실거리다,긍정
다행스럽다,긍정
만족스럽다,긍정
멋드러지다,긍정
멋들어 지다,긍정
바람직되다,긍정
바람직 하다,긍정
박애주의자,긍정
부러워 하다,긍정
부지런되다,긍정
부지런 하다,긍정
속시원 하게,긍정
속시원 하다,긍정
아드레날린,긍정
어우러지다,긍정
예쁘장 하다,긍정
정성스럽게,긍정
정성스럽다,긍정
짝사랑 하다,긍정
터닝포인트,긍정
홀가분 하다,긍정
가증스럽다,부정
개인주의자,부정
거짓 말되다,부정
거짓 말 하다,부정
게으름뱅이,부정
게을리되다,부정
게을리 하다,부정
고통스럽다,부정
공산주의자,부정
공포스럽다,부정
괴로워 하다,부정
기회주의자,부정
꺼림칙되다,부정
꺼림칙 하다,부정
께름칙 하다,부정
꾸지람되다,부정
꾸지람 하다,부정
남부끄럽다,부정
낯간지럽다,부정
눈속임되다,부정
눈속임 하다,부정
늦잠꾸러기,부정
도피주의자,부정
두려워 하다,부정
뒤범벅되다,부정
뒤범벅 하다,부정
뒤숭숭 하다,부정
떨떠름 하다,부정
말다툼되다,부정
말다툼 하다,부정
말대꾸되다,부정
말대꾸 하다,부정
말장 난되다,부정
말장 난 하다,부정
망신스럽다,부정
몰인정되다,부정
몰인정 하다,부정
못마땅 하다,부정
무의미 하다,부정
밀수입되다,부정
밀수입 하다,부정
밉살스럽다,부정
바 보스럽다,부정
부담스럽다,부정
분통터지다,부정
불만족 하다,부정
불시착되다,부정
불시착 하다,부정
비뚤어지다,부정
비위돌리다,부정
뾰로통 하다,부정
삐걱거리다,부정
사회주의자,부정
새치기되다,부정
새치기 하다,부정
서러워 하다,부정
수치스럽다,부정
시무룩되다,부정
시무룩 하다,부정
시큰둥 하다,부정
심드렁 하다,부정
아주 좋아,긍정
암거래되다,부정
암거래 하다,부정
앙갚음되다,부정
앙갚음 하다,부정
어수 선 하다,부정
어정쩡 하다,부정
얼떨떨 하다,부정
욕지기되다,부정
욕지기 하다,부정
울화치밀다,부정
이기주의자,부정
인플레이션,부정
잔소리되다,부정
잔소리 하다,부정
제국주의자,부정
지저분되다,부정
지저분 하다,부정
진저리나다,부정
진저리 난다,부정
쩔뚝거리다,부정
철면피되다,부정
철면피 하다,부정
치욕스럽다,부정
코웃음치다,부정
투덜거리다,부정
퉁명스럽다,부정
패배주의자,부정
포로수용소,부정
헉헉거리다,부정
좋아 좋아,긍정
할만 하다,긍정
모르겠어,망설임
그러 하다,긍정
잠시만 요,망설임
좋을까 요,망설임
괜찮아 요,긍정
해 보자,긍정
그래그래,긍정
어떡 하다,모호함
별 볼일,부정
별 볼 일,부정
그렇구만,긍정
별것없네,부정
놀라운데,긍정
대단 하다,긍정
괜찮은데,긍정
쓸만 하다,긍정
반가웠어,긍정
판타스틱,긍정
잘좀 해 봐,부정
어쭈구리,모호함
동의 하다,긍정
일치한다,긍정
일치 하다,긍정
동일 하다,긍정
좋아좋아,긍정
형편없다,부정
안타깝다,부정
가득 하다,긍정
가뿐 하다,긍정
간결 하다,긍정
간수 하다,긍정
간절 하다,긍정
간직되다,긍정
간직 하다,긍정
갈망 하다,긍정
감격되다,긍정
감격 하다,긍정
감동 하다,긍정
감명되다,긍정
감미롭다,긍정
감복 하다,긍정
감사 하다,긍정
감상 하다,긍정
감탄되다,긍정
감탄 하다,긍정
감화되다,긍정
감화 하다,긍정
강건되다,긍정
강건 하게,긍정
강건 하다,긍정
강인 하다,긍정
개량되다,긍정
개량 하다,긍정
개 선되다,긍정
개 선 하다,긍정
개운 하다,긍정
거룩되다,긍정
거룩 하다,긍정
건강되다,긍정
건강 하다,긍정
건배되다,긍정
건배 하다,긍정
건장 하다,긍정
검소 하다,긍정
격려 하다,긍정
견고 하게,긍정
결백 하다,긍정
결실되다,긍정
결실 하다,긍정
겸팔 하다,긍정
경건되다,긍정
경건 하다,긍정
경의되다,긍정
경의 하다,긍정
경이롭다,긍정
경쾌되다,긍정
경쾌 하다,긍정
경탄되다,긍정
경탄 하다,긍정
고결되다,긍정
고결 하다,긍정
고귀되다,긍정
고귀 하다,긍정
고급되다,긍정
고급지다,긍정
고급 하다,긍정
고무되다,긍정
고상 하다,긍정
공감 하다,긍정
공로되다,긍정
공로 하다,긍정
공팔되다,긍정
공팔 하다,긍정
관대 하게,긍정
관대 하다,긍정
교감 하다,긍정
교양되다,긍정
교육되다,긍정
교정되다,긍정
교정 하다,긍정
교훈되다,긍정
구경거리,긍정
구명되다,긍정
구명 하다,긍정
구원 하다,긍정
구제되다,긍정
구제 하다,긍정
구조되다,긍정
구조 하다,긍정
구출되다,긍정
구출 하다,긍정
그득 하다,긍정
극복되다,긍정
극복 하다,긍정
근면되다,긍정
근면 하다,긍정
근사 하다,긍정
기념되다,긍정
기념 하다,긍정
기도 하다,긍정
기부되다,긍정
기부 하다,긍정
기뻐 하다,긍정
기암괴석,긍정
기암절벽,긍정
기약 하다,긍정
기운차다,긍정
기원 하다,긍정
기회되다,긍정
깔끔되다,긍정
깔끔 하게,긍정
깔끔 하다,긍정
깨끗되다,긍정
깨끗 하게,긍정
깨끗 하다,긍정
꼼꼼되다,긍정
꼼꼼 하다,긍정
꿋꿋되다,긍정
꿋꿋 하다,긍정
나긋나긋,긍정
나아 지다,긍정
날씬되다,긍정
날씬 하게,긍정
날씬 하다,긍정
넉넉 하다,긍정
노력 하다,긍정
놀이되다,긍정
놀이 하다,긍정
눈부시다,긍정
능력되다,긍정
능력 하다,긍정
다정되다,긍정
다정 하다,긍정
단장되다,긍정
단장 하다,긍정
달성되다,긍정
달성 하다,긍정
달콤 하다,긍정
담담 하다,긍정
담소되다,긍정
담소 하다,긍정
대견 하다,긍정
대표되다,긍정
대표 하다,긍정
도약되다,긍정
도약 하다,긍정
도취 하다,긍정
독단 하다,긍정
독립되다,긍정
독립 하다,긍정
독서되다,긍정
독서 하다,긍정
동감 하다,긍정
동맹되다,긍정
동맹 하다,긍정
되살리다,긍정
든든 하다,긍정
듬직 하다,긍정
따뜻되다,긍정
따뜻 하게,긍정
따뜻 하다,긍정
따스 하다,긍정
떳떳 하게,긍정
떳떳 하다,긍정
똑똑되다,긍정
똑똑 하게,긍정
똑똑 하다,긍정
뛰어나다,긍정
뛰어 난다,긍정
뜨끈 하다,긍정
만끽 하다,긍정
만능되다,긍정
만능 하다,긍정
만만 하다,긍정
만족 하다,긍정
말쑥 하게,긍정
맛깔나다,긍정
맛깔 난다,긍정
매료되다,긍정
매혹되다,긍정
매혹 하다,긍정
명예되다,긍정
명예 하다,긍정
명쾌되다,긍정
명쾌 하다,긍정
모범되다,긍정
모범 하다,긍정
뭉클 하다,긍정
반짝이다,긍정
발전 하다,긍정
발판되다,긍정
발판 하다,긍정
번영되다,긍정
번영 하다,긍정
보강되다,긍정
보강 하다,긍정
보답 하다,긍정
보람차다,긍정
보상되다,긍정
보상 하다,긍정
보수되다,긍정
보수 하다,긍정
보완되다,긍정
보완 하다,긍정
보정되다,긍정
보정 하다,긍정
보존되다,긍정
보존 하다,긍정
보호되다,긍정
보호 하다,긍정
복구되다,긍정
복구 하다,긍정
부드럽다,긍정
부지런히,긍정
부티나다,긍정
부티 난다,긍정
부활되다,긍정
부활 하다,긍정
불굴되다,긍정
빼어나다,긍정
빼어 난다,긍정
뿌듯 하다,긍정
사랑되다,긍정
사랑 하다,긍정
사려깊다,긍정
사려 하다,긍정
사로잡다,긍정
사면되다,긍정
사면 하다,긍정
사모 하다,긍정
산뜻 하게,긍정
산뜻 하다,긍정
산책되다,긍정
산책 하다,긍정
살균되다,긍정
살균 하다,긍정
상냥되다,긍정
상냥 하다,긍정
상쾌되다,긍정
상쾌 하다,긍정
선량되다,긍정
선량 하게,긍정
선량 하다,긍정
선행되다,긍정
선행 하다,긍정
섬세되다,긍정
섬세 하게,긍정
섬세 하다,긍정
성공되다,긍정
성공 하다,긍정
성숙 하다,긍정
성실되다,긍정
성실 하다,긍정
성장되다,긍정
성장 하다,긍정
세련되다,긍정
세련 하다,긍정
세밀되다,긍정
세밀 하게,긍정
세밀 하다,긍정
소망 하다,긍정
소원 하다,긍정
소중 하다,긍정
소탕되다,긍정
소탕 하다,긍정
속시원히,긍정
수려 하다,긍정
수월 하다,긍정
수확되다,긍정
수확 하다,긍정
숙달되다,긍정
숙달 하다,긍정
숙련되다,긍정
숙련 하다,긍정
순결되다,긍정
순결 하다,긍정
순수되다,긍정
순수 하다,긍정
순조되다,긍정
순조롭다,긍정
순조 하다,긍정
순종되다,긍정
순종 하다,긍정
순 진되다,긍정
순 진 하다,긍정
순항되다,긍정
순항 하다,긍정
승낙 하다,긍정
승리되다,긍정
승리 하다,긍정
승 진되다,긍정
승 진 하다,긍정
승천되다,긍정
승천 하다,긍정
승화되다,긍정
승화 하다,긍정
시원스레,긍정
시원 하다,긍정
신기 하다,긍정
신뢰되다,긍정
신뢰롭다,긍정
신뢰 하다,긍정
신명나다,긍정
신명 난다,긍정
신비롭다,긍정
신비 하게,긍정
신비 하다,긍정
신 선되다,긍정
신 선 하다,긍정
신속되다,긍정
신속 하다,긍정
신의 하다,긍정
싱싱 하다,긍정
씩씩되다,긍정
씩씩 하다,긍정
아늑 하다,긍정
아름답다,긍정
안도 하다,긍정
안락되다,긍정
안락 하다,긍정
안성맞춤,긍정
안식되다,긍정
안식 하다,긍정
안심되다,긍정
안심 하다,긍정
안전 하다,긍정
안정되다,긍정
안정 하다,긍정
애국되다,긍정
애국주의,긍정
애국 하다,긍정
애달프다,긍정
애련 하다,긍정
애잔 하다,긍정
애절 하다,긍정
애호되다,긍정
애호 하다,긍정
양성되다,긍정
양성 하다,긍정
어울리다,긍정
여유롭다,긍정
연모 하다,긍정
연정 하다,긍정
열광 하다,긍정
열망 하다,긍정
열애 하다,긍정
염원 하다,긍정
영광되다,긍정
예비되다,긍정
예비 하다,긍정
예찬 하다,긍정
온화되다,긍정
온화 하다,긍정
올바르다,긍정
완벽 하다,긍정
욕심나다,긍정
욕심 난다,긍정
용감 하다,긍정
용맹되다,긍정
용맹 하다,긍정
용서되다,긍정
용서 하다,긍정
용이 하다,긍정
우수 하다,긍정
우아 하다,긍정
우정되다,긍정
우정 하다,긍정
우쭐 하다,긍정
웅장 하다,긍정
원조 하다,긍정
위대 하다,긍정
위로되다,긍정
위로 하다,긍정
위안되다,긍정
위안 하다,긍정
유능되다,긍정
유능 하게,긍정
유능 하다,긍정
유망되다,긍정
유망 하다,긍정
유명되다,긍정
유명 하다,긍정
유복 하다,긍정
유용 하다,긍정
유익되다,긍정
유익 하다,긍정
유쾌되다,긍정
유쾌 하다,긍정
육성 하다,긍정
으뜸되다,긍정
으쓱 하다,긍정
은은 하다,긍정
은혜롭다,긍정
이 해되다,긍정
이 해 하다,긍정
익살맞다,긍정
인내되다,긍정
인내 하다,긍정
인정되다,긍정
인정 하다,긍정
입상되다,긍정
입상 하다,긍정
자긍 하다,긍정
자랑스레,긍정
자랑 하다,긍정
자부 하다,긍정
자비되다,긍정
자비 하다,긍정
자 선되다,긍정
자 선 하다,긍정
자신 하다,긍정
자애롭다,긍정
자족 하다,긍정
장수 하다,긍정
장엄 하다,긍정
재건되다,긍정
재건 하다,긍정
재기 하다,긍정
재미 있다,긍정
재치 있다,긍정
재치 하다,긍정
저렴 하다,긍정
적격되다,긍정
적격 하다,긍정
적당 하게,긍정
적당 하다,긍정
적법되다,긍정
적법 하다,긍정
적절되다,긍정
적절 하다,긍정
전능 하다,긍정
전율 하다,긍정
절약 하다,긍정
절절 하다,긍정
정갈 하다,긍정
정교 하다,긍정
정돈되다,긍정
정돈 하다,긍정
정밀 하다,긍정
정연 하다,긍정
정직 하다,긍정
정착되다,긍정
정착 하다,긍정
정화 하다,긍정
정확 하게,긍정
정확 하다,긍정
조신 하다,긍정
조율 하다,긍정
조절 하다,긍정
조화롭다,긍정
존경되다,긍정
존경 하다,긍정
존중되다,긍정
존중 하다,긍정
좋아 하다,긍정
준법되다,긍정
준법 하다,긍정
증대되다,긍정
증대 하다,긍정
지각 하다,긍정
지지 하다,긍정
진급되다,긍정
진급 하다,긍정
진실되다,긍정
진실 하다,긍정
진화 하다,긍정
차분 하게,긍정
차분 하다,긍정
찬미 하다,긍정
찬사 하다,긍정
찬성되다,긍정
찬성 하다,긍정
청결되다,긍정
청결 하게,긍정
청결 하다,긍정
청렴 하다,긍정
청명 하다,긍정
청아 하게,긍정
청아 하다,긍정
청정 하다,긍정
청혼 하다,긍정
초대되다,긍정
초대 하다,긍정
총애 하다,긍정
최고되다,긍정
최고 하다,긍정
추억되다,긍정
추억 하다,긍정
추천되다,긍정
추천 하다,긍정
축복되다,긍정
축복 하다,긍정
축 하하다,긍정
충성되다,긍정
충성 하다,긍정
충실되다,긍정
충실 하다,긍정
치료되다,긍정
치료 하다,긍정
치 하하다,긍정
친머리되다,긍정
친머리 하다,긍정
친밀되다,긍정
친밀 하다,긍정
친애되다,긍정
친애 하다,긍정
친절 하게,긍정
친절 하다,긍정
침착되다,긍정
침착 하게,긍정
침착 하다,긍정
칭찬되다,긍정
칭찬 하다,긍정
쾌적되다,긍정
쾌적 하게,긍정
쾌적 하다,긍정
쾌활되다,긍정
쾌활 하게,긍정
쾌활 하다,긍정
탁월되다,긍정
탁월 하게,긍정
탁월 하다,긍정
탄복 하다,긍정
탐스럽다,긍정
태평 하다,긍정
통쾌 하다,긍정
특별 하게,긍정
특별 하다,긍정
튼튼되다,긍정
튼튼 하게,긍정
튼튼 하다,긍정
편리되다,긍정
편리 하다,긍정
편안 하게,긍정
편안 하다,긍정
평안되다,긍정
평안 하게,긍정
평안 하다,긍정
평온되다,긍정
평온 하게,긍정
평온 하다,긍정
평화되다,긍정
평화롭다,긍정
평화 하다,긍정
포근 하다,긍정
푸릇푸릇,긍정
푸짐 하다,긍정
풍미되다,긍정
풍미 하다,긍정
풍부되다,긍정
풍부 하게,긍정
풍부 하다,긍정
풍성 하게,긍정
풍성 하다,긍정
풍 요되다,긍정
풍 요롭다,긍정
풍 요 하다,긍정
풍족되다,긍정
풍족 하게,긍정
풍족 하다,긍정
프리미엄,긍정
한가로이,긍정
한가 하다,긍정
한적 하다,긍정
합의되다,긍정
합의 하다,긍정
해로 하다,긍정
행복되다,긍정
행복 하다,긍정
향긋되다,긍정
향긋 하게,긍정
향긋 하다,긍정
향상 하다,긍정
향수되다,긍정
향수 하다,긍정
헌신되다,긍정
헌신 하다,긍정
현명되다,긍정
현명 하게,긍정
현명 하다,긍정
협동 하다,긍정
협력되다,긍정
협력 하다,긍정
호감가다,긍정
호전되다,긍정
화려 하다,긍정
화 해되다,긍정
화 해 하다,긍정
확충되다,긍정
확충 하다,긍정
환대되다,긍정
환대 하다,긍정
환영되다,긍정
환영 하다,긍정
환희 하다,긍정
활기차다,긍정
활발 하게,긍정
활발 하다,긍정
활용 하다,긍정
황송 하다,긍정
황홀되다,긍정
황홀 하게,긍정
황홀 하다,긍정
회개되다,긍정
회개 하다,긍정
회복되다,긍정
회복 하다,긍정
횡재되다,긍정
횡재 하다,긍정
후끈 하다,긍정
후련 하게,긍정
후련 하다,긍정
훌륭 하게,긍정
훌륭 하다,긍정
휴식 하다,긍정
휴양 하다,긍정
흐뭇 하다,긍정
흠모 하다,긍정
흡족 하다,긍정
흥미롭다,긍정
힐링 하다,긍정
가 난되다,부정
가 난 하다,부정
가담되다,부정
가련 하다,부정
가소롭다,부정
가슴앓이,부정
가책 하다,부정
가파르다,부정
간섭되다,부정
간섭 하다,부정
간음되다,부정
간음 하다,부정
간통되다,부정
간통 하다,부정
갈등 하다,부정
감언이설,부정
갑갑 하다,부정
강간되다,부정
강간 하다,부정
강도되다,부정
강도 하다,부정
강 요되다,부정
강 요 하다,부정
강제되다,부정
강제 하다,부정
개인주의,부정
개탄 하다,부정
거만되다,부정
거만 하다,부정
거부되다,부정
거부 하다,부정
거북 하다,부정
거절되다,부정
거절 하다,부정
걱정거리,부정
걱정되다,부정
걱정 하다,부정
건방지다,부정
게슈타포,부정
게으르다,부정
격노되다,부정
격노 하다,부정
격분 하다,부정
격앙 하다,부정
격투되다,부정
격투 하다,부정
결여되다,부정
결여 하다,부정
결핍되다,부정
결핍 하다,부정
결함되다,부정
결함 하다,부정
겸연쩍다,부정
경멸되다,부정
경멸 하다,부정
경박되다,부정
경박 하다,부정
경솔되다,부정
경솔 하다,부정
경시되다,부정
경시 하다,부정
경악 하다,부정
고뇌되다,부정
고뇌 하다,부정
고독 하다,부정
고루 하다,부정
고립되다,부정
고립 하다,부정
고문 하다,부정
고민 하다,부정
고발되다,부정
고발 하다,부정
고생되다,부정
고생 하다,부정
고장나다,부정
고장 난다,부정
곡 해되다,부정
곡 해 하다,부정
곤궁되다,부정
곤궁 하다,부정
곤란되다,부정
곤란 하다,부정
곤혹되다,부정
곤혹 하다,부정
공산주의,부정
공포되다,부정
공포 하다,부정
공허 하다,부정
과격되다,부정
과격 하다,부정
과도 하다,부정
과민되다,부정
과민 하다,부정
과시되다,부정
과시 하다,부정
과식되다,부정
과식 하다,부정
과음되다,부정
과음 하다,부정
과장되다,부정
괘씸되다,부정
괘씸 하다,부정
괴기되다,부정
괴기 하다,부정
괴롭히다,부정
괴상되다,부정
괴상 하다,부정
교만되다,부정
교만 하다,부정
